<http://dl-learner.org/benchmark/dataset/animals> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Ontology> .
<http://dl-learner.org/benchmark/dataset/animals/Dragon> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
_:19 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:19 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:20 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
_:21 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Air> .
_:21 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> _:22 .
_:22 <http://www.w3.org/1999/02/22-rdf-syntax-ns#first> <http://dl-learner.org/benchmark/dataset/animals/Land> .
_:22 <http://www.w3.org/1999/02/22-rdf-syntax-ns#rest> <http://www.w3.org/1999/02/22-rdf-syntax-ns#nil> .
_:20 <http://www.w3.org/2002/07/owl#unionOf> _:21 .
_:19 <http://www.w3.org/2002/07/owl#someValuesFrom> _:20 .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:19 .
_:23 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:23 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:23 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Feathers> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:23 .
_:24 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:24 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Eagle> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:24 .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasGills> .
_:25 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:25 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:25 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Water> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:25 .
_:26 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:26 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:26 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/None> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:26 .
_:27 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:27 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Eel> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:27 .
<http://dl-learner.org/benchmark/dataset/animals/Feathers> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Feathers> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Covering> .
<http://dl-learner.org/benchmark/dataset/animals/Fish> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Girl> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Girl> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Habitat> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Hair> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Hair> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Covering> .
<http://dl-learner.org/benchmark/dataset/animals/HasEggs> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/HasEggs> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/HasGills> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/HasGills> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/HasMilk> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/HasMilk> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasGills> .
_:28 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:28 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:28 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Water> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:28 .
_:29 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:29 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:29 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Scales> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:29 .
_:30 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:30 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Herring> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:30 .
<http://dl-learner.org/benchmark/dataset/animals/Homeothermic> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Homeothermic> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Land> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Land> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Habitat> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Lizard> .
_:31 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:31 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:31 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Land> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:31 .
_:32 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:32 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:32 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Scales> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:32 .
_:33 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:33 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Lizard> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:33 .
<http://dl-learner.org/benchmark/dataset/animals/Mammal> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/None> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/None> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Covering> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
_:34 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:34 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/habitat> .
_:34 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Land> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:34 .
_:35 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:35 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasCovering> .
_:35 <http://www.w3.org/2002/07/owl#someValuesFrom> <http://dl-learner.org/benchmark/dataset/animals/Feathers> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:35 .
_:36 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Restriction> .
_:36 <http://www.w3.org/2002/07/owl#onProperty> <http://dl-learner.org/benchmark/dataset/animals/hasLegs> .
<http://dl-learner.org/benchmark/dataset/animals/Ostrich> <http://www.w3.org/2000/01/rdf-schema#subClassOf> _:36 .
<http://dl-learner.org/benchmark/dataset/animals/Penguin> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Class> .
<http://dl-learner.org/benchmark/dataset/animals/Penguin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Animal> .
<http://dl-learner.org/benchmark/dataset/animals/Penguin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/HasEggs> .
<http://dl-learner.org/benchmark/dataset/animals/Penguin> <http://www.w3.org/2000/01/rdf-schema#subClassOf> <http://dl-learner.org/benchmark/dataset/animals/Homeothermic> .
