<http://localhost/foo> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Ontology> .
<http://localhost/foo#carl> <http://localhost/foo#parent> <http://localhost/foo#karl> .
<http://localhost/foo#carl> <http://localhost/foo#parent> <http://localhost/foo#lorrie> .
<http://localhost/foo#carl> <http://localhost/foo#parent> <http://localhost/foo#mark> .
<http://localhost/foo#carlos> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#carlos> <http://localhost/foo#parent> <http://localhost/foo#f26> .
<http://localhost/foo#carlos> <http://localhost/foo#parent> <http://localhost/foo#f28> .
<http://localhost/foo#carlos> <http://localhost/foo#parent> <http://localhost/foo#m27> .
<http://localhost/foo#christy> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#christy> <http://localhost/foo#married> <http://localhost/foo#carlos> .
<http://localhost/foo#christy> <http://localhost/foo#parent> <http://localhost/foo#f26> .
<http://localhost/foo#christy> <http://localhost/foo#parent> <http://localhost/foo#f28> .
<http://localhost/foo#christy> <http://localhost/foo#parent> <http://localhost/foo#m27> .
<http://localhost/foo#christy> <http://localhost/foo#sibling> <http://localhost/foo#calvin> .
<http://localhost/foo#christy> <http://localhost/foo#sibling> <http://localhost/foo#jack> .
<http://localhost/foo#cornelia> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#cornelia> <http://localhost/foo#sibling> <http://localhost/foo#melvin> .
<http://localhost/foo#cornelia> <http://localhost/foo#sibling> <http://localhost/foo#nancy> .
<http://localhost/foo#david> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#david> <http://localhost/foo#parent> <http://localhost/foo#jonas> .
<http://localhost/foo#david> <http://localhost/foo#parent> <http://localhost/foo#terry> .
<http://localhost/foo#david> <http://localhost/foo#sibling> <http://localhost/foo#elisa> .
<http://localhost/foo#deanna> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#deanna> <http://localhost/foo#married> <http://localhost/foo#david> .
<http://localhost/foo#deanna> <http://localhost/foo#parent> <http://localhost/foo#jonas> .
<http://localhost/foo#deanna> <http://localhost/foo#parent> <http://localhost/foo#terry> .
<http://localhost/foo#elisa> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#elisa> <http://localhost/foo#married> <http://localhost/foo#eric> .
<http://localhost/foo#elisa> <http://localhost/foo#parent> <http://localhost/foo#art> .
<http://localhost/foo#elisa> <http://localhost/foo#parent> <http://localhost/foo#umo> .
<http://localhost/foo#elisa> <http://localhost/foo#parent> <http://localhost/foo#wendy> .
<http://localhost/foo#elisa> <http://localhost/foo#sibling> <http://localhost/foo#david> .
<http://localhost/foo#eric> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#eric> <http://localhost/foo#parent> <http://localhost/foo#art> .
<http://localhost/foo#eric> <http://localhost/foo#parent> <http://localhost/foo#umo> .
<http://localhost/foo#eric> <http://localhost/foo#parent> <http://localhost/foo#wendy> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#f12> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f12> <http://localhost/foo#sibling> <http://localhost/foo#m11> .
<http://localhost/foo#f14> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f14> <http://localhost/foo#sibling> <http://localhost/foo#m13> .
<http://localhost/foo#f14> <http://localhost/foo#sibling> <http://localhost/foo#m15> .
<http://localhost/foo#f19> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f19> <http://localhost/foo#sibling> <http://localhost/foo#f20> .
<http://localhost/foo#f19> <http://localhost/foo#sibling> <http://localhost/foo#m18> .
<http://localhost/foo#f2> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f2> <http://localhost/foo#sibling> <http://localhost/foo#m1> .
<http://localhost/foo#f20> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f20> <http://localhost/foo#sibling> <http://localhost/foo#f19> .
<http://localhost/foo#f20> <http://localhost/foo#sibling> <http://localhost/foo#m18> .
<http://localhost/foo#f21> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f21> <http://localhost/foo#sibling> <http://localhost/foo#f22> .
<http://localhost/foo#f22> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f22> <http://localhost/foo#sibling> <http://localhost/foo#f21> .
<http://localhost/foo#f23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f23> <http://localhost/foo#sibling> <http://localhost/foo#f25> .
<http://localhost/foo#f23> <http://localhost/foo#sibling> <http://localhost/foo#m24> .
<http://localhost/foo#f25> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f25> <http://localhost/foo#sibling> <http://localhost/foo#f23> .
<http://localhost/foo#f25> <http://localhost/foo#sibling> <http://localhost/foo#m24> .
<http://localhost/foo#f26> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f26> <http://localhost/foo#sibling> <http://localhost/foo#f28> .
<http://localhost/foo#f26> <http://localhost/foo#sibling> <http://localhost/foo#m27> .
<http://localhost/foo#f28> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f28> <http://localhost/foo#sibling> <http://localhost/foo#f26> .
<http://localhost/foo#f28> <http://localhost/foo#sibling> <http://localhost/foo#m27> .
<http://localhost/foo#f8> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#f8> <http://localhost/foo#sibling> <http://localhost/foo#m10> .
<http://localhost/foo#f8> <http://localhost/foo#sibling> <http://localhost/foo#m9> .
<http://localhost/foo#fannie> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#fannie> <http://localhost/foo#married> <http://localhost/foo#fred> .
<http://localhost/foo#fannie> <http://localhost/foo#parent> <http://localhost/foo#cornelia> .
<http://localhost/foo#fannie> <http://localhost/foo#parent> <http://localhost/foo#melvin> .
<http://localhost/foo#fannie> <http://localhost/foo#parent> <http://localhost/foo#nancy> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#fred> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#fred> <http://localhost/foo#parent> <http://localhost/foo#cornelia> .
<http://localhost/foo#fred> <http://localhost/foo#parent> <http://localhost/foo#melvin> .
<http://localhost/foo#fred> <http://localhost/foo#parent> <http://localhost/foo#nancy> .
<http://localhost/foo#frederick> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#frederick> <http://localhost/foo#sibling> <http://localhost/foo#jane> .
<http://localhost/foo#frederick> <http://localhost/foo#sibling> <http://localhost/foo#prissie> .
<http://localhost/foo#gail> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#gail> <http://localhost/foo#married> <http://localhost/foo#george> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#george> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#harry> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#harry> <http://localhost/foo#parent> <http://localhost/foo#frederick> .
<http://localhost/foo#harry> <http://localhost/foo#parent> <http://localhost/foo#jane> .
<http://localhost/foo#harry> <http://localhost/foo#parent> <http://localhost/foo#prissie> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#helen> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#helen> <http://localhost/foo#married> <http://localhost/foo#harry> .
<http://localhost/foo#helen> <http://localhost/foo#parent> <http://localhost/foo#frederick> .
<http://localhost/foo#helen> <http://localhost/foo#parent> <http://localhost/foo#jane> .
<http://localhost/foo#helen> <http://localhost/foo#parent> <http://localhost/foo#prissie> .
<http://localhost/foo#jack> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#jack> <http://localhost/foo#parent> <http://localhost/foo#f23> .
<http://localhost/foo#jack> <http://localhost/foo#parent> <http://localhost/foo#f25> .
<http://localhost/foo#jack> <http://localhost/foo#parent> <http://localhost/foo#m24> .
<http://localhost/foo#jack> <http://localhost/foo#sibling> <http://localhost/foo#calvin> .
<http://localhost/foo#jack> <http://localhost/foo#sibling> <http://localhost/foo#christy> .
<http://localhost/foo#james> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#james> <http://localhost/foo#parent> <http://localhost/foo#calvin> .
<http://localhost/foo#james> <http://localhost/foo#parent> <http://localhost/foo#christy> .
<http://localhost/foo#james> <http://localhost/foo#parent> <http://localhost/foo#jack> .
<http://localhost/foo#jane> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#jane> <http://localhost/foo#married> <http://localhost/foo#jack> .
<http://localhost/foo#jane> <http://localhost/foo#parent> <http://localhost/foo#f23> .
<http://localhost/foo#jane> <http://localhost/foo#parent> <http://localhost/foo#f25> .
<http://localhost/foo#jane> <http://localhost/foo#parent> <http://localhost/foo#m24> .
<http://localhost/foo#jane> <http://localhost/foo#sibling> <http://localhost/foo#frederick> .
<http://localhost/foo#jane> <http://localhost/foo#sibling> <http://localhost/foo#prissie> .
<http://localhost/foo#janet> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#janet> <http://localhost/foo#married> <http://localhost/foo#james> .
<http://localhost/foo#janet> <http://localhost/foo#parent> <http://localhost/foo#calvin> .
<http://localhost/foo#janet> <http://localhost/foo#parent> <http://localhost/foo#christy> .
<http://localhost/foo#janet> <http://localhost/foo#parent> <http://localhost/foo#jack> .
<http://localhost/foo#janet> <http://localhost/foo#sibling> <http://localhost/foo#nero> .
<http://localhost/foo#jonas> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#jonas> <http://localhost/foo#sibling> <http://localhost/foo#terry> .
<http://localhost/foo#kari> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#kari> <http://localhost/foo#married> <http://localhost/foo#karl> .
<http://localhost/foo#kari> <http://localhost/foo#parent> <http://localhost/foo#janet> .
<http://localhost/foo#kari> <http://localhost/foo#parent> <http://localhost/foo#nero> .
<http://localhost/foo#karl> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#karl> <http://localhost/foo#parent> <http://localhost/foo#janet> .
<http://localhost/foo#karl> <http://localhost/foo#parent> <http://localhost/foo#nero> .
<http://localhost/foo#karl> <http://localhost/foo#sibling> <http://localhost/foo#lorrie> .
<http://localhost/foo#karl> <http://localhost/foo#sibling> <http://localhost/foo#mark> .
<http://localhost/foo#leon> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#leon> <http://localhost/foo#parent> <http://localhost/foo#oma> .
<http://localhost/foo#leon> <http://localhost/foo#parent> <http://localhost/foo#paul> .
<http://localhost/foo#leon> <http://localhost/foo#parent> <http://localhost/foo#rachel> .
<http://localhost/foo#lorrie> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#lorrie> <http://localhost/foo#married> <http://localhost/foo#leon> .
<http://localhost/foo#lorrie> <http://localhost/foo#parent> <http://localhost/foo#oma> .
<http://localhost/foo#lorrie> <http://localhost/foo#parent> <http://localhost/foo#paul> .
<http://localhost/foo#lorrie> <http://localhost/foo#parent> <http://localhost/foo#rachel> .
<http://localhost/foo#lorrie> <http://localhost/foo#sibling> <http://localhost/foo#karl> .
<http://localhost/foo#lorrie> <http://localhost/foo#sibling> <http://localhost/foo#mark> .
<http://localhost/foo#m1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m1> <http://localhost/foo#sibling> <http://localhost/foo#f2> .
<http://localhost/foo#m10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m10> <http://localhost/foo#sibling> <http://localhost/foo#f8> .
<http://localhost/foo#m10> <http://localhost/foo#sibling> <http://localhost/foo#m9> .
<http://localhost/foo#m11> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m11> <http://localhost/foo#sibling> <http://localhost/foo#f12> .
<http://localhost/foo#m13> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m13> <http://localhost/foo#sibling> <http://localhost/foo#f14> .
<http://localhost/foo#m13> <http://localhost/foo#sibling> <http://localhost/foo#m15> .
<http://localhost/foo#m15> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m15> <http://localhost/foo#sibling> <http://localhost/foo#f14> .
<http://localhost/foo#m15> <http://localhost/foo#sibling> <http://localhost/foo#m13> .
<http://localhost/foo#m16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m16> <http://localhost/foo#sibling> <http://localhost/foo#m17> .
<http://localhost/foo#m17> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m17> <http://localhost/foo#sibling> <http://localhost/foo#m16> .
<http://localhost/foo#m18> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m18> <http://localhost/foo#sibling> <http://localhost/foo#f19> .
<http://localhost/foo#m18> <http://localhost/foo#sibling> <http://localhost/foo#f20> .
<http://localhost/foo#m24> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m24> <http://localhost/foo#sibling> <http://localhost/foo#f23> .
<http://localhost/foo#m24> <http://localhost/foo#sibling> <http://localhost/foo#f25> .
<http://localhost/foo#m27> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m27> <http://localhost/foo#sibling> <http://localhost/foo#f26> .
<http://localhost/foo#m27> <http://localhost/foo#sibling> <http://localhost/foo#f28> .
<http://localhost/foo#m29> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m3> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#m5> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#m6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#m7> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m9> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#m9> <http://localhost/foo#sibling> <http://localhost/foo#f8> .
<http://localhost/foo#m9> <http://localhost/foo#sibling> <http://localhost/foo#m10> .
<http://localhost/foo#maria> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#maria> <http://localhost/foo#married> <http://localhost/foo#melvin> .
<http://localhost/foo#maria> <http://localhost/foo#parent> <http://localhost/foo#m16> .
<http://localhost/foo#maria> <http://localhost/foo#parent> <http://localhost/foo#m17> .
<http://localhost/foo#mark> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#mark> <http://localhost/foo#parent> <http://localhost/foo#susan> .
<http://localhost/foo#mark> <http://localhost/foo#sibling> <http://localhost/foo#karl> .
<http://localhost/foo#mark> <http://localhost/foo#sibling> <http://localhost/foo#lorrie> .
<http://localhost/foo#martha> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#martha> <http://localhost/foo#married> <http://localhost/foo#mark> .
<http://localhost/foo#martha> <http://localhost/foo#parent> <http://localhost/foo#susan> .
<http://localhost/foo#melvin> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#melvin> <http://localhost/foo#parent> <http://localhost/foo#m16> .
<http://localhost/foo#melvin> <http://localhost/foo#parent> <http://localhost/foo#m17> .
<http://localhost/foo#melvin> <http://localhost/foo#sibling> <http://localhost/foo#cornelia> .
<http://localhost/foo#melvin> <http://localhost/foo#sibling> <http://localhost/foo#nancy> .
<http://localhost/foo#nancy> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#nancy> <http://localhost/foo#married> <http://localhost/foo#neil> .
<http://localhost/foo#nancy> <http://localhost/foo#parent> <http://localhost/foo#f19> .
<http://localhost/foo#nancy> <http://localhost/foo#parent> <http://localhost/foo#f20> .
<http://localhost/foo#nancy> <http://localhost/foo#parent> <http://localhost/foo#m18> .
<http://localhost/foo#nancy> <http://localhost/foo#sibling> <http://localhost/foo#cornelia> .
<http://localhost/foo#nancy> <http://localhost/foo#sibling> <http://localhost/foo#melvin> .
<http://localhost/foo#neil> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#neil> <http://localhost/foo#parent> <http://localhost/foo#f19> .
<http://localhost/foo#neil> <http://localhost/foo#parent> <http://localhost/foo#f20> .
<http://localhost/foo#neil> <http://localhost/foo#parent> <http://localhost/foo#m18> .
<http://localhost/foo#nero> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#nero> <http://localhost/foo#parent> <http://localhost/foo#angela> .
<http://localhost/foo#nero> <http://localhost/foo#parent> <http://localhost/foo#ray> .
<http://localhost/foo#nero> <http://localhost/foo#sibling> <http://localhost/foo#janet> .
<http://localhost/foo#nonnie> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#nonnie> <http://localhost/foo#married> <http://localhost/foo#nero> .
<http://localhost/foo#nonnie> <http://localhost/foo#parent> <http://localhost/foo#angela> .
<http://localhost/foo#nonnie> <http://localhost/foo#parent> <http://localhost/foo#ray> .
<http://localhost/foo#oma> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#oma> <http://localhost/foo#married> <http://localhost/foo#owen> .
<http://localhost/foo#oma> <http://localhost/foo#parent> <http://localhost/foo#f2> .
<http://localhost/foo#oma> <http://localhost/foo#parent> <http://localhost/foo#m1> .
<http://localhost/foo#oma> <http://localhost/foo#sibling> <http://localhost/foo#paul> .
<http://localhost/foo#oma> <http://localhost/foo#sibling> <http://localhost/foo#rachel> .
<http://localhost/foo#owen> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#owen> <http://localhost/foo#parent> <http://localhost/foo#f2> .
<http://localhost/foo#owen> <http://localhost/foo#parent> <http://localhost/foo#m1> .
<http://localhost/foo#paul> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#paul> <http://localhost/foo#parent> <http://localhost/foo#m3> .
<http://localhost/foo#paul> <http://localhost/foo#sibling> <http://localhost/foo#oma> .
