relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
produces,-0.0180522110313177,-0.0478903576731682,0.8254129290580750,-0.1986204236745834,0.0290373563766479,-0.0217679850757122,0.0959729850292206,-0.0872063189744949,-1.9577451944351196,1.9077488183975220,0.0683684796094894,0.1981527805328369,-0.0048230052925646,-0.0600206144154072,-0.4693520069122314,-0.1810705959796906,0.0579907149076462,-0.0230414234101772,0.3744649887084961,-0.0474822260439396,0.0178392957895994,0.0573339276015759,0.0115706082433462,0.0131318327039480,-0.0155814578756690,0.0104067111387849,0.2605648934841156,-0.5549332499504089,-0.0102588506415486,-0.0122462231665850,-0.0558453276753426,0.0381223373115063,0.0387294031679630,0.0414110645651817,0.0022118049673736,0.0234033614397049,-0.0177115052938461,-0.0124853737652302,-0.0459244735538960,-0.3217389285564423,0.3270326256752014,-0.0065061757341027,-0.0036487763281912,-0.0080781038850546,0.0486657656729221,-0.0214661378413439,-0.0528747849166393,0.0276734139770269,0.0477348901331425,-0.0037270542234182,0.0121426247060299,0.0293789654970169,0.0748561099171638,0.0292585901916027,-0.0056463158689439,-0.0082220835611224,-0.0088960779830813,-0.0418453924357891,0.0016193221090361,-0.0562312565743923,0.0016638264060020,0.0362853519618511,-0.0028271116316319,-0.0326317474246025
degree_of,-0.6216400265693665,0.8270157575607300,0.7474108934402466,-0.6629621386528015,0.4525439739227295,-1.0086246728897095,-0.8797156214714050,1.3517442941665649,1.9944620132446289,-0.1600172221660614,-0.9889113903045654,0.3741689324378967,0.9821456074714661,-0.1546842008829117,4.0193538665771484,-0.9189712405204773,-0.2201281636953354,0.8303434848785400,1.4338463544845581,-0.8807482719421387,-0.2195020318031311,-0.6281338930130005,-0.6605495810508728,-0.0864413082599640,1.4988756179809570,1.9896072149276733,1.8750540018081665,-0.3934962153434753,-0.8424078822135925,0.2241267412900925,-0.4446666240692139,0.6768142580986023,-1.1025147438049316,0.3447458148002625,-0.9165564179420471,0.1708113998174667,-1.0725016593933105,-0.1620303094387054,0.0648488327860832,0.8713572025299072,0.7356900572776794,-0.5313555002212524,0.6783636808395386,0.4199515581130981,-1.1445412635803223,-2.1568796634674072,0.1497339457273483,-1.0475631952285767,0.8178099989891052,-0.2018224000930786,1.0198299884796143,0.4613611102104187,-0.4378129243850708,0.8974490761756897,0.4296630024909973,-0.8411900997161865,-1.5632886886596680,0.5124393701553345,0.0059144352562726,6.3120846748352051,1.1509010791778564,-0.6309465765953064,-0.7850438952445984,-6.8347129821777344
connected_to,0.1791727244853973,0.0332865901291370,1.5243738889694214,0.7627475261688232,-0.1184120476245880,0.6325945258140564,-1.3083235025405884,-0.0504234842956066,1.6274389028549194,1.0770355463027954,-0.6843778491020203,1.3811743259429932,0.0558574721217155,-0.0382137559354305,1.2077069282531738,0.2949084043502808,-1.0986090898513794,0.0724280253052711,0.0191844590008259,1.1800460815429688,-0.9511805176734924,1.3753066062927246,-1.1382598876953125,0.1259255111217499,-0.8263348340988159,-0.7682989835739136,1.1945950984954834,-0.1543796807527542,1.3815973997116089,0.7486492991447449,0.5980804562568665,0.4425190985202789,0.0185767877846956,-1.3638600111007690,-0.0581692531704903,-0.6432962417602539,-0.6062414050102234,0.0681928247213364,-1.1262563467025757,-0.0597670525312424,-2.1764321327209473,-0.2548940777778625,-1.1586521863937378,-0.0514574609696865,-1.1802518367767334,-0.8827279210090637,-0.7299636602401733,0.0992217287421227,-0.7766222357749939,0.4163042902946472,0.3642684817314148,0.7295194268226624,-1.2295411825180054,-0.1990379542112350,-0.5988084077835083,-0.4507039189338684,0.8849624395370483,-1.4069088697433472,-0.6681897044181824,0.3605853319168091,1.3573625087738037,-0.8685210347175598,-0.8654632568359375,0.9417816996574402
process_of,0.1373933106660843,-0.1661151647567749,0.9362413287162781,-0.0989603623747826,-0.2923668324947357,0.0748147219419479,0.0291302539408207,0.0449877120554447,-0.5753185153007507,-1.1938899755477905,0.0127353286370635,-0.0033041469287127,-0.0327915325760841,0.0080578541383147,-0.1352569013834000,0.0400965586304665,-0.0393519587814808,0.1211815848946571,-0.1072541549801826,-0.0081861168146133,-0.0243506431579590,-0.0098575316369534,-0.0246922168880701,0.0118048992007971,-0.0451157949864864,-0.0632568150758743,0.9887193441390991,-0.0468409433960915,0.0336684100329876,-0.0181413870304823,-0.0040216310881078,0.0208718106150627,0.0627254173159599,0.0279842726886272,-0.0419371575117111,-0.0094436472281814,-0.0141177996993065,0.0136170033365488,0.0123361842706800,0.0242909826338291,0.3663043081760406,-0.1882882714271545,0.0517754890024662,-0.0973522365093231,-0.1794966608285904,0.0813361555337906,0.0172435808926821,-0.0142100490629673,-0.0186190363019705,-0.0328441783785820,-0.0366945229470730,0.0703395754098892,-0.0147875165566802,-0.0241566114127636,0.0116124628111720,-0.0196337755769491,-0.0361302904784679,-0.0584695227444172,-0.0302378684282303,-0.0144223161041737,-0.0596909746527672,0.0317617766559124,0.0516575090587139,-0.0852555856108665
co-occurs_with,0.5411328077316284,-2.2468049526214600,0.8759580850601196,-0.3951244354248047,1.4025120735168457,-0.2354055494070053,-0.7399999499320984,-0.3033235967159271,2.0332617759704590,-0.1530071496963501,1.2946538925170898,0.6912749409675598,-7.1866002082824707,-0.7979773879051208,2.7224040031433105,0.3015722334384918,-6.5610733032226562,-4.4494581222534180,-0.2151678800582886,6.7319717407226562,-4.9681396484375000,-1.8656731843948364,0.5960109829902649,-1.1736031770706177,-2.3723433017730713,0.8563281893730164,0.6614301800727844,-1.3379555940628052,-3.8735401630401611,-0.1665506809949875,-0.7832353711128235,0.9048137068748474,1.1263537406921387,-3.9067974090576172,2.6850829124450684,4.2449049949645996,-1.2632853984832764,1.9613684415817261,-0.5651008486747742,2.6723005771636963,1.8353142738342285,-0.6807874441146851,-0.1555612832307816,0.3138951063156128,-2.7271676063537598,-1.3619587421417236,-0.2778142988681793,-5.5384044647216797,0.6785200834274292,-0.2532685399055481,-1.5165480375289917,-0.7845863103866577,-4.3771543502807617,-2.0100669860839844,-0.0461691766977310,0.0103787248954177,0.1222367659211159,-0.0841883346438408,-0.2133716642856598,0.0959939882159233,2.7867786884307861,4.2847127914428711,-0.3146891891956329,-1.2857048511505127
disrupts,0.0089291371405125,-0.0580774359405041,0.9395041465759277,0.0421673022210598,-0.0318590663373470,0.0346604585647583,0.0153156453743577,0.0426636040210724,-0.2370300292968750,-0.2218156009912491,-0.0081971557810903,-0.0054489974863827,-0.0147067848592997,-0.0588406510651112,-0.2514912784099579,0.1308898031711578,0.1089643985033035,0.3076914250850677,-0.0858222618699074,0.0626925826072693,-0.0056182434782386,-0.0153381805866957,0.0164063367992640,0.0001055218745023,-0.0289716254919767,-0.0195944625884295,1.1190277338027954,1.8836489915847778,-0.0061149061657488,-0.1120992228388786,0.0205456521362066,-0.0377181135118008,-0.2070176601409912,-0.1563672423362732,0.0162944234907627,0.1311566829681396,-0.0595082156360149,0.0053900405764580,0.0095240008085966,-0.0201767310500145,0.0624250806868076,0.2484607398509979,-0.0614705607295036,-0.0218218248337507,0.0354154445230961,-0.0732460021972656,-0.0109676485881209,-0.0119552863761783,-0.1525119394063950,-0.4139382839202881,-0.0386645160615444,-0.0225544888526201,-0.0103628104552627,0.0021429085172713,-0.1297612935304642,-0.2154148668050766,-0.0809859037399292,0.0121084591373801,0.0287644192576408,-0.0176366996020079,-0.1270968765020370,0.0251731146126986,0.1347432881593704,-0.2361840903759003
issue_in,0.1208874359726906,-0.0331462994217873,-1.9275804758071899,0.1841275244951248,0.0527031049132347,0.5418714880943298,-0.0025777048431337,0.0014920779503882,-0.0645821690559387,0.0212067160755396,-0.0009461228037253,-0.0009887958876789,0.0255403555929661,0.0183875467628241,-0.0070040510036051,0.0026783114299178,0.2524883449077606,0.4989262223243713,-0.0025972924195230,0.0018769402522594,-0.0038574521895498,0.0010096904588863,0.0002148712956114,0.0022988959681243,-0.0040646856650710,-0.0199163109064102,-0.1293457746505737,0.0013053624425083,-0.0017134076915681,0.0028514317236841,-0.0152431717142463,0.0102289216592908,-0.0019126391271129,-0.0031103484798223,0.0151537144556642,0.0054903458803892,0.0019712538924068,-0.0009329243912362,-0.0014226402854547,0.0005172246601433,0.0516911074519157,-0.1805066168308258,-0.0002144287718693,-0.0006025740876794,0.0539769977331161,-0.0297274868935347,0.0011892537586391,-0.0076814871281385,-0.0553098246455193,-0.0962894111871719,0.0014565751189366,-0.0123606761917472,0.0021733217872679,-0.0072293574921787,-0.0001126959905378,0.0061698099598289,-0.0492665208876133,-0.0174840968102217,-0.0015576999867335,0.0009901232551783,-0.0008958503603935,-0.0053403498604894,-0.0015142246847972,0.0007609000313096
part_of,0.2391662150621414,-0.0058430735953152,1.2467732429504395,-0.1544710844755173,0.0362021364271641,0.0703086033463478,-1.4060713052749634,-0.4739357233047485,-1.6936661005020142,-1.8503726720809937,0.0179113298654556,-0.0258864797651768,-0.0901603102684021,-0.0242402255535126,-0.8678503036499023,0.7542489767074585,-0.0981218516826630,-0.4976277649402618,-0.0879988893866539,-0.0472779311239719,0.0172228030860424,-0.0535949245095253,0.0705333501100540,0.0187727380543947,-0.0460832007229328,-0.0902752354741096,0.5950416326522827,-0.5293784737586975,-0.0275634992867708,-0.0078716482967138,0.0516856871545315,-0.0035039430949837,0.3099242746829987,-0.1415660977363586,0.0075666545890272,-0.0080609153956175,0.0001422165805707,0.0329271890223026,-0.0568880178034306,0.0035347756929696,-0.4097919762134552,0.5432372689247131,-0.4355468153953552,-0.8142669796943665,-0.2767287194728851,0.0395987667143345,-0.0616519525647163,0.0342860892415047,-0.0259702578186989,-0.0691332891583443,-0.0424646474421024,0.1713912934064865,0.0137626901268959,-0.0019131298176944,-0.0508858896791935,-0.0331178978085518,-0.0710260942578316,0.2508672773838043,0.0976162180304527,0.0497239492833614,-0.0318903997540474,0.0773576349020004,0.5174061655998230,-0.3122940659523010
measures,-0.0430945269763470,0.0539530366659164,1.2041560411453247,-0.0825128257274628,-0.0350601449608803,-0.0269587337970734,0.0675416365265846,0.0685185715556145,-1.3993042707443237,0.5434135794639587,-0.0116923144087195,-0.0586592294275761,-0.0503043010830879,-0.0021952730603516,0.1964219361543655,-0.0146413063630462,0.2128925472497940,-0.1597828865051270,0.0177896916866302,-0.0332532972097397,-0.0174005851149559,-0.0577926449477673,-0.0155577100813389,0.0519122220575809,0.0128483381122351,0.1361821293830872,-0.5835690498352051,0.2608179748058319,0.0059945075772703,0.0508780404925346,-0.0067527983337641,0.0207163710147142,0.0366760343313217,0.0251442305743694,0.0594563074409962,-0.0090023139491677,-0.0396835729479790,0.1156534999608994,-0.0291587952524424,0.0118278190493584,-0.2668787240982056,0.3863251209259033,-0.1836568266153336,-0.0805475115776062,0.0277361571788788,-0.1572283506393433,-0.0250170566141605,0.0949647724628448,0.1697421520948410,-0.0708698630332947,-0.5021077990531921,0.3657469749450684,0.2087763398885727,0.0742802843451500,-0.0185339488089085,0.0348456203937531,0.1435852497816086,-0.0454036854207516,-0.0345976687967777,0.0028834249824286,-0.1460621356964111,0.1980329602956772,-0.1425112187862396,-0.1970449239015579
prevents,0.1070097833871841,0.0732345655560493,0.2637727260589600,-0.8460292220115662,-0.0264199096709490,0.0154375284910202,-0.1025006771087646,-0.0709411129355431,-0.0058953631669283,0.0534213073551655,0.0308562200516462,-0.0328529775142670,0.0443438738584518,0.1262605786323547,-1.2967791557312012,0.8868979811668396,-0.4601637423038483,-0.0552138835191727,-0.1247135996818542,-0.0148277599364519,-0.0003566431987565,-0.1318842470645905,-0.1083098053932190,0.1096346825361252,-0.0776274204254150,-0.0241847559809685,-0.9371109008789062,-0.1251148283481598,-0.1583659350872040,-0.2366761416196823,-0.0676902011036873,0.0179446637630463,-0.3611979484558105,0.0257003139704466,0.0087211774662137,-0.0085338735952973,-0.1858291029930115,0.0372165627777576,0.0292020495980978,-0.0076702903024852,-0.3659128248691559,-0.0021032209042460,-0.9560418128967285,0.2840840518474579,-0.9710317254066467,-0.2816684842109680,0.3701929152011871,0.5667337179183960,0.3842666745185852,-0.4084455966949463,-1.2625281810760498,2.7925755977630615,-0.0744686052203178,0.0891037136316299,-0.6326619386672974,-0.3783951699733734,1.5245260000228882,-1.9091471433639526,-0.1325010508298874,0.3590106070041656,0.1358378678560257,-0.0133501840755343,-0.6521325111389160,0.0458487235009670
causes,0.0058658965863287,-0.1353777348995209,0.4757158160209656,-0.7083728909492493,-0.0242466926574707,0.0193975251168013,0.0151386177167296,-0.0120240421965718,-0.4244795739650726,0.1358420401811600,-0.0069806710816920,0.0084237223491073,-0.0168509278446436,0.0200392212718725,-0.0523622147738934,0.0073597463779151,-0.0012342323316261,-0.1725195348262787,0.0095564192160964,0.0970612391829491,-0.0140229873359203,0.0657622665166855,0.0008256632136181,-0.0023441354278475,-0.0027319556102157,-0.0049589155241847,1.1460230350494385,-0.0023200951982290,0.0219626966863871,-0.0168367847800255,-0.0107052801176906,-0.0035410309210420,0.0019558384083211,-0.2699559628963470,-0.0637456327676773,-0.0380986146628857,0.0052714603953063,0.0107537722215056,-0.0037907329387963,0.0173224806785583,0.5332563519477844,-0.5555679798126221,0.0277218651026487,-0.0482344664633274,0.1258634924888611,-0.0243681669235229,-0.0340075232088566,-0.1020182371139526,0.0100085884332657,0.0428887493908405,0.1179799437522888,0.0773873478174210,-0.0019513872684911,0.0118899494409561,-0.0450274497270584,0.0193498414009809,-0.0330009311437607,0.0004884873633273,0.0082898223772645,0.0107427909970284,0.0386687852442265,-0.1316831260919571,0.0493133552372456,0.0983842611312866
indicates,-0.0850344747304916,0.0747001320123672,1.1066892147064209,0.0034701679833233,-0.3379517793655396,0.0473522320389748,-0.1620376110076904,-0.0290832426398993,0.1769562810659409,0.7206616401672363,-0.1217414811253548,-0.0644233971834183,0.0403914488852024,-0.0998642221093178,0.1020063832402229,-0.4206140637397766,0.7714666128158569,0.5030997395515442,-0.0094466684386134,0.0536235757172108,-0.1050870567560196,-0.0435898564755917,-0.0731571540236473,-0.0946750342845917,-0.1284449249505997,-0.2235236912965775,0.3630041182041168,0.8535451889038086,0.1779933869838715,-0.0577138550579548,0.2044126242399216,-0.5075716376304626,-0.0115474807098508,0.0637518242001534,-0.0004160749958828,0.0034649970475584,-0.0006629654671997,-0.0640417709946632,-0.0441287569701672,0.0206213444471359,-0.0192703567445278,-0.3479082882404327,0.0704586803913116,0.0979418233036995,0.1267615854740143,0.0507014840841293,-0.3088410794734955,-0.0225819777697325,0.0421869643032551,-0.0958495512604713,-0.1609545201063156,-0.0384485423564911,0.0117908576503396,0.0909880399703979,-0.1317817717790604,-0.0585265345871449,-0.1392750442028046,-0.0600018538534641,-0.1102550625801086,0.0057135191746056,0.3550800979137421,-0.1644822657108307,0.0112597234547138,0.2598382234573364
